cameraID,imageName,objectID,class_norm,source,img_path
c002,000118.jpg,uam_23,container,uam,UAMEXTERNAL/image_train/000118.jpg
c001,000119.jpg,uam_36,rubbishbin,uam,UAMEXTERNAL/image_train/000119.jpg
c002,000120.jpg,uam_94,trafficsign,uam,UAMEXTERNAL/image_train/000120.jpg
c003,000121.jpg,uam_95,trafficsign,uam,UAMEXTERNAL/image_train/000121.jpg
c003,000122.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/000122.jpg
c003,000123.jpg,uam_51,trafficsign,uam,UAMEXTERNAL/image_train/000123.jpg
c003,000124.jpg,uam_96,trafficsign,uam,UAMEXTERNAL/image_train/000124.jpg
c001,000125.jpg,uam_97,trafficsign,uam,UAMEXTERNAL/image_train/000125.jpg
c001,000126.jpg,uam_98,trafficsign,uam,UAMEXTERNAL/image_train/000126.jpg
c001,000127.jpg,uam_99,trafficsign,uam,UAMEXTERNAL/image_train/000127.jpg
c003,000128.jpg,uam_92,trafficsign,uam,UAMEXTERNAL/image_train/000128.jpg
c003,000129.jpg,uam_100,trafficsign,uam,UAMEXTERNAL/image_train/000129.jpg
c001,000130.jpg,uam_101,trafficsign,uam,UAMEXTERNAL/image_train/000130.jpg
c004,000131.jpg,uam_102,container,uam,UAMEXTERNAL/image_train/000131.jpg
c001,000132.jpg,uam_103,trafficsign,uam,UAMEXTERNAL/image_train/000132.jpg
c002,000133.jpg,uam_45,trafficsign,uam,UAMEXTERNAL/image_train/000133.jpg
c003,000135.jpg,uam_105,trafficsign,uam,UAMEXTERNAL/image_train/000135.jpg
c003,000136.jpg,uam_78,crosswalk,uam,UAMEXTERNAL/image_train/000136.jpg
c003,000137.jpg,uam_106,crosswalk,uam,UAMEXTERNAL/image_train/000137.jpg
c003,000138.jpg,uam_107,trafficsign,uam,UAMEXTERNAL/image_train/000138.jpg
c001,000139.jpg,uam_53,crosswalk,uam,UAMEXTERNAL/image_train/000139.jpg
c003,000140.jpg,uam_45,trafficsign,uam,UAMEXTERNAL/image_train/000140.jpg
c002,000141.jpg,uam_100,trafficsign,uam,UAMEXTERNAL/image_train/000141.jpg
c001,000142.jpg,uam_90,trafficsign,uam,UAMEXTERNAL/image_train/000142.jpg
c003,000143.jpg,uam_108,trafficsign,uam,UAMEXTERNAL/image_train/000143.jpg
c003,000144.jpg,uam_73,trafficsign,uam,UAMEXTERNAL/image_train/000144.jpg
c003,000145.jpg,uam_109,trafficsign,uam,UAMEXTERNAL/image_train/000145.jpg
c002,000148.jpg,uam_112,trafficsign,uam,UAMEXTERNAL/image_train/000148.jpg
c003,000149.jpg,uam_113,trafficsign,uam,UAMEXTERNAL/image_train/000149.jpg
c001,000150.jpg,uam_114,trafficsign,uam,UAMEXTERNAL/image_train/000150.jpg
c001,000151.jpg,uam_14,crosswalk,uam,UAMEXTERNAL/image_train/000151.jpg
c003,000152.jpg,uam_115,rubbishbin,uam,UAMEXTERNAL/image_train/000152.jpg
c003,000153.jpg,uam_116,trafficsign,uam,UAMEXTERNAL/image_train/000153.jpg
c003,000154.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/000154.jpg
c001,000155.jpg,uam_118,trafficsign,uam,UAMEXTERNAL/image_train/000155.jpg
c003,000156.jpg,uam_119,crosswalk,uam,UAMEXTERNAL/image_train/000156.jpg
c003,000157.jpg,uam_29,trafficsign,uam,UAMEXTERNAL/image_train/000157.jpg
c002,000158.jpg,uam_8,trafficsign,uam,UAMEXTERNAL/image_train/000158.jpg
c002,000159.jpg,uam_120,container,uam,UAMEXTERNAL/image_train/000159.jpg
c003,000160.jpg,uam_2,crosswalk,uam,UAMEXTERNAL/image_train/000160.jpg
c002,000161.jpg,uam_121,trafficsign,uam,UAMEXTERNAL/image_train/000161.jpg
c002,000162.jpg,uam_122,crosswalk,uam,UAMEXTERNAL/image_train/000162.jpg
c003,000163.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/000163.jpg
c003,000165.jpg,uam_48,trafficsign,uam,UAMEXTERNAL/image_train/000165.jpg
c003,000166.jpg,uam_123,trafficsign,uam,UAMEXTERNAL/image_train/000166.jpg
c004,000167.jpg,uam_124,rubbishbin,uam,UAMEXTERNAL/image_train/000167.jpg
c002,000168.jpg,uam_125,trafficsign,uam,UAMEXTERNAL/image_train/000168.jpg
c004,000169.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/000169.jpg
c003,000171.jpg,uam_113,trafficsign,uam,UAMEXTERNAL/image_train/000171.jpg
c003,000172.jpg,uam_127,trafficsign,uam,UAMEXTERNAL/image_train/000172.jpg
c001,000173.jpg,uam_128,trafficsign,uam,UAMEXTERNAL/image_train/000173.jpg
c002,000174.jpg,uam_70,container,uam,UAMEXTERNAL/image_train/000174.jpg
c002,000176.jpg,uam_129,trafficsign,uam,UAMEXTERNAL/image_train/000176.jpg
c003,000177.jpg,uam_130,trafficsign,uam,UAMEXTERNAL/image_train/000177.jpg
c001,000178.jpg,uam_131,trafficsign,uam,UAMEXTERNAL/image_train/000178.jpg
c004,000179.jpg,uam_70,container,uam,UAMEXTERNAL/image_train/000179.jpg
c003,000180.jpg,uam_132,trafficsign,uam,UAMEXTERNAL/image_train/000180.jpg
c001,000181.jpg,uam_105,trafficsign,uam,UAMEXTERNAL/image_train/000181.jpg
c001,000182.jpg,uam_133,container,uam,UAMEXTERNAL/image_train/000182.jpg
c003,000183.jpg,uam_101,trafficsign,uam,UAMEXTERNAL/image_train/000183.jpg
c004,000185.jpg,uam_134,crosswalk,uam,UAMEXTERNAL/image_train/000185.jpg
c003,000187.jpg,uam_136,trafficsign,uam,UAMEXTERNAL/image_train/000187.jpg
c004,000188.jpg,uam_137,rubbishbin,uam,UAMEXTERNAL/image_train/000188.jpg
c003,000189.jpg,uam_138,crosswalk,uam,UAMEXTERNAL/image_train/000189.jpg
c002,000190.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/000190.jpg
c002,000191.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/000191.jpg
c001,000192.jpg,uam_139,trafficsign,uam,UAMEXTERNAL/image_train/000192.jpg
c003,000193.jpg,uam_140,trafficsign,uam,UAMEXTERNAL/image_train/000193.jpg
c004,000194.jpg,uam_87,crosswalk,uam,UAMEXTERNAL/image_train/000194.jpg
c004,000195.jpg,uam_60,crosswalk,uam,UAMEXTERNAL/image_train/000195.jpg
c002,000196.jpg,uam_99,trafficsign,uam,UAMEXTERNAL/image_train/000196.jpg
c004,000197.jpg,uam_141,rubbishbin,uam,UAMEXTERNAL/image_train/000197.jpg
c001,000198.jpg,uam_70,container,uam,UAMEXTERNAL/image_train/000198.jpg
c001,000199.jpg,uam_103,trafficsign,uam,UAMEXTERNAL/image_train/000199.jpg
c002,000200.jpg,uam_142,trafficsign,uam,UAMEXTERNAL/image_train/000200.jpg
c004,000201.jpg,uam_143,crosswalk,uam,UAMEXTERNAL/image_train/000201.jpg
c003,000202.jpg,uam_118,trafficsign,uam,UAMEXTERNAL/image_train/000202.jpg
c003,000203.jpg,uam_74,trafficsign,uam,UAMEXTERNAL/image_train/000203.jpg
c002,000204.jpg,uam_144,trafficsign,uam,UAMEXTERNAL/image_train/000204.jpg
c003,000205.jpg,uam_145,trafficsign,uam,UAMEXTERNAL/image_train/000205.jpg
c002,000206.jpg,uam_146,trafficsign,uam,UAMEXTERNAL/image_train/000206.jpg
c003,000207.jpg,uam_147,trafficsign,uam,UAMEXTERNAL/image_train/000207.jpg
c003,000208.jpg,uam_32,container,uam,UAMEXTERNAL/image_train/000208.jpg
c002,000209.jpg,uam_148,trafficsign,uam,UAMEXTERNAL/image_train/000209.jpg
c001,000210.jpg,uam_42,container,uam,UAMEXTERNAL/image_train/000210.jpg
c003,000211.jpg,uam_149,container,uam,UAMEXTERNAL/image_train/000211.jpg
c003,000212.jpg,uam_150,trafficsign,uam,UAMEXTERNAL/image_train/000212.jpg
c001,000213.jpg,uam_151,trafficsign,uam,UAMEXTERNAL/image_train/000213.jpg
c002,000214.jpg,uam_32,container,uam,UAMEXTERNAL/image_train/000214.jpg
c002,000215.jpg,uam_152,trafficsign,uam,UAMEXTERNAL/image_train/000215.jpg
c003,000216.jpg,uam_153,trafficsign,uam,UAMEXTERNAL/image_train/000216.jpg
c003,000217.jpg,uam_154,trafficsign,uam,UAMEXTERNAL/image_train/000217.jpg
c002,000218.jpg,uam_128,trafficsign,uam,UAMEXTERNAL/image_train/000218.jpg
c003,000219.jpg,uam_155,trafficsign,uam,UAMEXTERNAL/image_train/000219.jpg
c003,000221.jpg,uam_26,trafficsign,uam,UAMEXTERNAL/image_train/000221.jpg
c001,000222.jpg,uam_157,crosswalk,uam,UAMEXTERNAL/image_train/000222.jpg
c004,000223.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/000223.jpg
c004,000224.jpg,uam_158,rubbishbin,uam,UAMEXTERNAL/image_train/000224.jpg
c002,000225.jpg,uam_159,trafficsign,uam,UAMEXTERNAL/image_train/000225.jpg
c002,000226.jpg,uam_160,trafficsign,uam,UAMEXTERNAL/image_train/000226.jpg
c002,000227.jpg,uam_161,trafficsign,uam,UAMEXTERNAL/image_train/000227.jpg
c002,000228.jpg,uam_162,trafficsign,uam,UAMEXTERNAL/image_train/000228.jpg
c003,000229.jpg,uam_142,trafficsign,uam,UAMEXTERNAL/image_train/000229.jpg
c001,000230.jpg,uam_163,container,uam,UAMEXTERNAL/image_train/000230.jpg
c003,000231.jpg,uam_60,crosswalk,uam,UAMEXTERNAL/image_train/000231.jpg
c003,000233.jpg,uam_165,trafficsign,uam,UAMEXTERNAL/image_train/000233.jpg
c001,000234.jpg,uam_162,trafficsign,uam,UAMEXTERNAL/image_train/000234.jpg
c002,000235.jpg,uam_133,container,uam,UAMEXTERNAL/image_train/000235.jpg
c003,000236.jpg,uam_166,trafficsign,uam,UAMEXTERNAL/image_train/000236.jpg
c002,000237.jpg,uam_167,trafficsign,uam,UAMEXTERNAL/image_train/000237.jpg
c003,000238.jpg,uam_168,container,uam,UAMEXTERNAL/image_train/000238.jpg
c003,000239.jpg,uam_153,trafficsign,uam,UAMEXTERNAL/image_train/000239.jpg
c003,000240.jpg,uam_169,trafficsign,uam,UAMEXTERNAL/image_train/000240.jpg
c003,000241.jpg,uam_170,trafficsign,uam,UAMEXTERNAL/image_train/000241.jpg
c003,000242.jpg,uam_171,trafficsign,uam,UAMEXTERNAL/image_train/000242.jpg
c004,000243.jpg,uam_172,crosswalk,uam,UAMEXTERNAL/image_train/000243.jpg
c001,000245.jpg,uam_23,container,uam,UAMEXTERNAL/image_train/000245.jpg
c003,000246.jpg,uam_174,trafficsign,uam,UAMEXTERNAL/image_train/000246.jpg
c003,000247.jpg,uam_175,trafficsign,uam,UAMEXTERNAL/image_train/000247.jpg
c004,000248.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/000248.jpg
c002,000249.jpg,uam_176,trafficsign,uam,UAMEXTERNAL/image_train/000249.jpg
c001,000250.jpg,uam_81,crosswalk,uam,UAMEXTERNAL/image_train/000250.jpg
c001,000251.jpg,uam_137,rubbishbin,uam,UAMEXTERNAL/image_train/000251.jpg
c003,000252.jpg,uam_177,trafficsign,uam,UAMEXTERNAL/image_train/000252.jpg
c003,000253.jpg,uam_34,trafficsign,uam,UAMEXTERNAL/image_train/000253.jpg
c002,000254.jpg,uam_178,trafficsign,uam,UAMEXTERNAL/image_train/000254.jpg
c004,000255.jpg,uam_179,rubbishbin,uam,UAMEXTERNAL/image_train/000255.jpg
c001,000256.jpg,uam_180,crosswalk,uam,UAMEXTERNAL/image_train/000256.jpg
c002,000258.jpg,uam_181,crosswalk,uam,UAMEXTERNAL/image_train/000258.jpg
c004,000259.jpg,uam_182,crosswalk,uam,UAMEXTERNAL/image_train/000259.jpg
c003,000260.jpg,uam_183,crosswalk,uam,UAMEXTERNAL/image_train/000260.jpg
c003,000261.jpg,uam_20,trafficsign,uam,UAMEXTERNAL/image_train/000261.jpg
c003,000262.jpg,uam_184,trafficsign,uam,UAMEXTERNAL/image_train/000262.jpg
c002,000263.jpg,uam_27,container,uam,UAMEXTERNAL/image_train/000263.jpg
c001,000264.jpg,uam_185,crosswalk,uam,UAMEXTERNAL/image_train/000264.jpg
c002,000265.jpg,uam_186,crosswalk,uam,UAMEXTERNAL/image_train/000265.jpg
c003,000266.jpg,uam_187,trafficsign,uam,UAMEXTERNAL/image_train/000266.jpg
c002,000267.jpg,uam_188,container,uam,UAMEXTERNAL/image_train/000267.jpg
c003,000268.jpg,uam_189,trafficsign,uam,UAMEXTERNAL/image_train/000268.jpg
c003,000269.jpg,uam_190,rubbishbin,uam,UAMEXTERNAL/image_train/000269.jpg
c002,000270.jpg,uam_40,container,uam,UAMEXTERNAL/image_train/000270.jpg
c003,000272.jpg,uam_192,container,uam,UAMEXTERNAL/image_train/000272.jpg
c003,000273.jpg,uam_4,container,uam,UAMEXTERNAL/image_train/000273.jpg
c003,000274.jpg,uam_193,trafficsign,uam,UAMEXTERNAL/image_train/000274.jpg
c002,000275.jpg,uam_109,trafficsign,uam,UAMEXTERNAL/image_train/000275.jpg
c003,000276.jpg,uam_194,trafficsign,uam,UAMEXTERNAL/image_train/000276.jpg
c003,000277.jpg,uam_17,container,uam,UAMEXTERNAL/image_train/000277.jpg
c002,000278.jpg,uam_195,trafficsign,uam,UAMEXTERNAL/image_train/000278.jpg
c002,000279.jpg,uam_62,trafficsign,uam,UAMEXTERNAL/image_train/000279.jpg
c003,000280.jpg,uam_196,crosswalk,uam,UAMEXTERNAL/image_train/000280.jpg
c001,000281.jpg,uam_197,container,uam,UAMEXTERNAL/image_train/000281.jpg
c003,000282.jpg,uam_34,trafficsign,uam,UAMEXTERNAL/image_train/000282.jpg
c003,000283.jpg,uam_198,container,uam,UAMEXTERNAL/image_train/000283.jpg
c001,000284.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/000284.jpg
c001,000285.jpg,uam_197,container,uam,UAMEXTERNAL/image_train/000285.jpg
c001,000286.jpg,uam_199,trafficsign,uam,UAMEXTERNAL/image_train/000286.jpg
c001,000287.jpg,uam_18,rubbishbin,uam,UAMEXTERNAL/image_train/000287.jpg
c002,000288.jpg,uam_200,crosswalk,uam,UAMEXTERNAL/image_train/000288.jpg
c003,000289.jpg,uam_72,container,uam,UAMEXTERNAL/image_train/000289.jpg
c001,000290.jpg,uam_36,rubbishbin,uam,UAMEXTERNAL/image_train/000290.jpg
c002,000291.jpg,uam_201,container,uam,UAMEXTERNAL/image_train/000291.jpg
c002,000293.jpg,uam_196,crosswalk,uam,UAMEXTERNAL/image_train/000293.jpg
c003,000294.jpg,uam_42,container,uam,UAMEXTERNAL/image_train/000294.jpg
c001,000295.jpg,uam_68,container,uam,UAMEXTERNAL/image_train/000295.jpg
c002,000296.jpg,uam_40,container,uam,UAMEXTERNAL/image_train/000296.jpg
c004,000297.jpg,uam_203,container,uam,UAMEXTERNAL/image_train/000297.jpg
c001,000298.jpg,uam_204,trafficsign,uam,UAMEXTERNAL/image_train/000298.jpg
c003,000299.jpg,uam_205,trafficsign,uam,UAMEXTERNAL/image_train/000299.jpg
c001,000300.jpg,uam_51,trafficsign,uam,UAMEXTERNAL/image_train/000300.jpg
c003,000301.jpg,uam_206,trafficsign,uam,UAMEXTERNAL/image_train/000301.jpg
c002,000303.jpg,uam_38,rubbishbin,uam,UAMEXTERNAL/image_train/000303.jpg
c001,000305.jpg,uam_42,container,uam,UAMEXTERNAL/image_train/000305.jpg
c002,000306.jpg,uam_172,crosswalk,uam,UAMEXTERNAL/image_train/000306.jpg
c001,000307.jpg,uam_207,container,uam,UAMEXTERNAL/image_train/000307.jpg
c003,000308.jpg,uam_12,trafficsign,uam,UAMEXTERNAL/image_train/000308.jpg
c003,000309.jpg,uam_204,trafficsign,uam,UAMEXTERNAL/image_train/000309.jpg
c002,000310.jpg,uam_208,crosswalk,uam,UAMEXTERNAL/image_train/000310.jpg
c003,000311.jpg,uam_154,trafficsign,uam,UAMEXTERNAL/image_train/000311.jpg
c003,000312.jpg,uam_209,crosswalk,uam,UAMEXTERNAL/image_train/000312.jpg
c003,000314.jpg,uam_59,trafficsign,uam,UAMEXTERNAL/image_train/000314.jpg
c002,000315.jpg,uam_210,trafficsign,uam,UAMEXTERNAL/image_train/000315.jpg
c004,000316.jpg,uam_211,crosswalk,uam,UAMEXTERNAL/image_train/000316.jpg
c001,000317.jpg,uam_180,crosswalk,uam,UAMEXTERNAL/image_train/000317.jpg
c002,000318.jpg,uam_212,trafficsign,uam,UAMEXTERNAL/image_train/000318.jpg
c001,000319.jpg,uam_127,trafficsign,uam,UAMEXTERNAL/image_train/000319.jpg
c002,000320.jpg,uam_213,crosswalk,uam,UAMEXTERNAL/image_train/000320.jpg
c003,000321.jpg,uam_214,trafficsign,uam,UAMEXTERNAL/image_train/000321.jpg
c001,000322.jpg,uam_215,trafficsign,uam,UAMEXTERNAL/image_train/000322.jpg
c003,000323.jpg,uam_216,trafficsign,uam,UAMEXTERNAL/image_train/000323.jpg
c001,000324.jpg,uam_217,trafficsign,uam,UAMEXTERNAL/image_train/000324.jpg
c003,000325.jpg,uam_145,trafficsign,uam,UAMEXTERNAL/image_train/000325.jpg
c003,000326.jpg,uam_178,trafficsign,uam,UAMEXTERNAL/image_train/000326.jpg
c002,000327.jpg,uam_57,rubbishbin,uam,UAMEXTERNAL/image_train/000327.jpg
c001,000328.jpg,uam_218,container,uam,UAMEXTERNAL/image_train/000328.jpg
c002,000329.jpg,uam_28,crosswalk,uam,UAMEXTERNAL/image_train/000329.jpg
c001,000330.jpg,uam_219,crosswalk,uam,UAMEXTERNAL/image_train/000330.jpg
c002,000331.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/000331.jpg
c001,000332.jpg,uam_220,crosswalk,uam,UAMEXTERNAL/image_train/000332.jpg
c002,000333.jpg,uam_221,crosswalk,uam,UAMEXTERNAL/image_train/000333.jpg
c003,000334.jpg,uam_222,trafficsign,uam,UAMEXTERNAL/image_train/000334.jpg
