cameraID,imageName,objectID
c004,000311.jpg,522
c004,000312.jpg,541
c004,000313.jpg,571
c004,000314.jpg,637
c004,000315.jpg,647
c004,000316.jpg,573
c004,000317.jpg,608
c004,000318.jpg,488
c004,000319.jpg,647
c004,000320.jpg,510
c004,000321.jpg,558
c004,000322.jpg,659
c004,000323.jpg,576
c004,000324.jpg,527
c004,000325.jpg,509
c004,000326.jpg,586
c004,000327.jpg,548
c004,000328.jpg,563
c004,000329.jpg,506
c004,000330.jpg,638
c004,000331.jpg,656
c004,000332.jpg,480
c004,000333.jpg,626
c004,000334.jpg,482
c004,000335.jpg,605
c004,000336.jpg,563
c004,000337.jpg,683
c004,000338.jpg,589
c004,000339.jpg,487
c004,000340.jpg,510
c004,000341.jpg,659
c004,000342.jpg,508
c004,000343.jpg,524
c004,000344.jpg,594
c004,000345.jpg,575
c004,000346.jpg,564
c004,000347.jpg,580
c004,000348.jpg,489
c004,000349.jpg,512
c004,000350.jpg,550
c004,000351.jpg,549
c004,000352.jpg,513
c004,000353.jpg,511
c004,000354.jpg,527
c004,000355.jpg,491
c004,000356.jpg,613
c004,000357.jpg,591
c004,000358.jpg,508
c004,000359.jpg,508
c004,000360.jpg,549
c004,000361.jpg,488
c004,000362.jpg,601
c004,000363.jpg,522
c004,000364.jpg,499
c004,000365.jpg,617
c004,000366.jpg,617
c004,000367.jpg,650
c004,000368.jpg,543
c004,000369.jpg,574
c004,000370.jpg,512
c004,000371.jpg,550
c004,000372.jpg,647
c004,000373.jpg,576
c004,000374.jpg,549
c004,000375.jpg,687
c004,000376.jpg,600
c004,000377.jpg,568
c004,000378.jpg,625
c004,000379.jpg,526
c004,000380.jpg,535
c004,000381.jpg,551
c004,000382.jpg,612
c004,000383.jpg,586
c004,000384.jpg,508
c004,000385.jpg,620
c004,000386.jpg,623
c004,000387.jpg,496
c004,000388.jpg,613
c004,000389.jpg,508
c004,000390.jpg,550
c004,000391.jpg,492
c004,000392.jpg,515
c004,000393.jpg,639
c004,000394.jpg,667
c004,000395.jpg,522
c004,000396.jpg,567
c004,000397.jpg,668
c004,000398.jpg,512
c004,000399.jpg,523
c004,000400.jpg,486
c004,000401.jpg,547
c004,000402.jpg,601
c004,000403.jpg,558
c004,000404.jpg,485
c004,000405.jpg,639
c004,000406.jpg,482
c004,000407.jpg,520
c004,000408.jpg,564
c004,000409.jpg,555
c004,000410.jpg,513
c004,000411.jpg,602
c004,000412.jpg,656
c004,000413.jpg,510
c004,000414.jpg,638
c004,000415.jpg,520
c004,000416.jpg,526
c004,000417.jpg,573
c004,000418.jpg,512
c004,000419.jpg,534
c004,000420.jpg,602
c004,000421.jpg,594
c004,000422.jpg,489
c004,000423.jpg,541
c004,000424.jpg,508
c004,000425.jpg,634
c004,000426.jpg,591
c004,000427.jpg,591
c004,000428.jpg,508
c004,000429.jpg,673
c004,000430.jpg,660
c004,000431.jpg,567
c004,000432.jpg,510
c004,000433.jpg,510
c004,000434.jpg,679
c004,000435.jpg,594
c004,000436.jpg,585
c004,000437.jpg,510
c004,000438.jpg,518
c004,000439.jpg,512
c004,000440.jpg,664
c004,000441.jpg,590
c004,000442.jpg,580
c004,000443.jpg,578
c004,000444.jpg,672
c004,000445.jpg,512
c004,000446.jpg,619
c004,000447.jpg,512
c004,000448.jpg,646
c004,000449.jpg,575
c004,000450.jpg,645
c004,000451.jpg,629
c004,000452.jpg,516
c004,000453.jpg,512
c004,000454.jpg,516
c004,000455.jpg,678
c004,000456.jpg,588
c004,000457.jpg,485
c004,000458.jpg,642
c004,000459.jpg,668
c004,000460.jpg,483
c004,000461.jpg,621
c004,000462.jpg,515
c004,000463.jpg,684
c004,000464.jpg,657
c004,000465.jpg,605
c004,000466.jpg,520
c004,000467.jpg,490
c004,000468.jpg,587
c004,000469.jpg,543
c004,000470.jpg,569
c004,000471.jpg,509
c004,000472.jpg,512
c004,000473.jpg,601
c004,000474.jpg,659
c004,000475.jpg,498
c004,000476.jpg,508
c004,000477.jpg,669
c004,000478.jpg,631
c004,000479.jpg,661
c004,000480.jpg,657
c004,000481.jpg,630
c004,000482.jpg,486
c004,000483.jpg,516
c004,000484.jpg,540
c004,000485.jpg,545
c004,000486.jpg,599
c004,000487.jpg,508
c004,000488.jpg,667
c004,000489.jpg,573
c004,000490.jpg,687
c004,000491.jpg,508
c004,000492.jpg,509
c004,000493.jpg,534
c004,000494.jpg,481
c004,000495.jpg,564
c004,000496.jpg,508
c004,000497.jpg,480
c004,000498.jpg,625
c004,000499.jpg,550
c004,000500.jpg,637
c004,000501.jpg,571
c004,000502.jpg,520
c004,000503.jpg,552
c004,000504.jpg,508
c004,000505.jpg,486
c004,000506.jpg,660
c004,000507.jpg,594
c004,000508.jpg,561
c004,000509.jpg,630
c004,000510.jpg,509
c004,000511.jpg,612
c004,000512.jpg,559
c004,000513.jpg,609
c004,000514.jpg,543
c004,000515.jpg,616
c004,000516.jpg,606
c004,000517.jpg,581
