cameraID,imageName,Corresponding Indexes
c003,000420.jpg,0102
c001,000421.jpg,0261
c003,000422.jpg,0610
c002,000423.jpg,0573
c003,000424.jpg,0086
c001,000425.jpg,0631
c002,000426.jpg,0091
c002,000427.jpg,1006
c003,000428.jpg,0551
c001,000429.jpg,0501
c003,000430.jpg,0326
c002,000431.jpg,0667
c003,000432.jpg,0871
c001,000433.jpg,1034
c001,000434.jpg,0230
c002,000435.jpg,0549
c001,000436.jpg,0718
c003,000437.jpg,1047
c002,000438.jpg,0925
c003,000439.jpg,0957
c003,000440.jpg,1044
c003,000441.jpg,0573
c003,000442.jpg,0947
c001,000443.jpg,0949
c003,000444.jpg,0353
c001,000445.jpg,0859
c003,000446.jpg,0535
c001,000447.jpg,0312
c003,000448.jpg,0234
c001,000449.jpg,0080
c003,000450.jpg,0651
c001,000451.jpg,0745
c002,000452.jpg,0301
c002,000453.jpg,0723
c003,000454.jpg,0599
c002,000455.jpg,0529
c001,000456.jpg,0839
c003,000457.jpg,0859
c003,000458.jpg,0844
c002,000459.jpg,0890
c002,000460.jpg,0673
c002,000461.jpg,0158
c001,000462.jpg,0257
c002,000463.jpg,0702
c003,000464.jpg,0692
c003,000465.jpg,0729
c001,000466.jpg,0967
c002,000467.jpg,0604
c003,000468.jpg,0704
c001,000469.jpg,0844
c002,000470.jpg,0255
c002,000471.jpg,1078
c003,000472.jpg,0373
c003,000473.jpg,0920
c001,000474.jpg,0699
c003,000475.jpg,0847
c002,000476.jpg,0970
c002,000477.jpg,0541
c001,000478.jpg,0234
c003,000479.jpg,0925
c002,000480.jpg,1066
c002,000481.jpg,0492
c002,000482.jpg,0536
c003,000483.jpg,0508
c003,000484.jpg,0701
c001,000485.jpg,0285
c002,000486.jpg,0302
c001,000487.jpg,0124
c002,000488.jpg,0793
c003,000489.jpg,0664
c002,000490.jpg,0575
c003,000491.jpg,0613
c001,000492.jpg,0526
c001,000493.jpg,0533
c003,000494.jpg,0689
c001,000495.jpg,0541
c002,000496.jpg,0464
c002,000497.jpg,0591
c002,000498.jpg,0039
c003,000499.jpg,0742
c001,000500.jpg,0627
c001,000501.jpg,0436
c002,000502.jpg,0900
c003,000503.jpg,0860
c003,000504.jpg,0238
c003,000505.jpg,0812
c002,000506.jpg,0129
c002,000507.jpg,0977
c002,000508.jpg,0551
c002,000509.jpg,1054
c003,000510.jpg,0172
c003,000511.jpg,0934
c001,000512.jpg,0645
c003,000513.jpg,0470
c001,000514.jpg,0975
c002,000515.jpg,0195
c002,000516.jpg,0745
c002,000517.jpg,0440
c002,000518.jpg,0457
c003,000519.jpg,0918
c001,000520.jpg,0111
c003,000521.jpg,1087
c003,000522.jpg,0311
c002,000523.jpg,0038
c002,000524.jpg,0576
c002,000525.jpg,0422
c001,000526.jpg,0902
c001,000527.jpg,0428
c003,000528.jpg,0651
c002,000529.jpg,0025
c003,000530.jpg,0272
c002,000531.jpg,0829
c001,000532.jpg,0573
c003,000533.jpg,0056
c003,000534.jpg,1048
c003,000535.jpg,1065
c003,000536.jpg,0518
c001,000537.jpg,0649
c001,000538.jpg,0853
c001,000539.jpg,0934
c001,000540.jpg,0828
c003,000541.jpg,0439
c001,000542.jpg,0270
c003,000543.jpg,0775
c001,000544.jpg,0382
c003,000545.jpg,0797
c003,000546.jpg,0038
c003,000547.jpg,1083
c003,000548.jpg,0611
c003,000549.jpg,0667
c001,000550.jpg,1027
c001,000551.jpg,0199
c002,000552.jpg,0470
c002,000553.jpg,0119
c001,000554.jpg,0296
c002,000555.jpg,0938
c003,000556.jpg,1081
c002,000557.jpg,0709
c002,000558.jpg,0896
c001,000559.jpg,0073
c001,000560.jpg,0013
c003,000561.jpg,0318
c001,000562.jpg,0505
c003,000563.jpg,0948
c001,000564.jpg,1041
c003,000565.jpg,0216
c001,000566.jpg,0077
c003,000567.jpg,0454
c003,000568.jpg,0077
c003,000569.jpg,0591
c002,000570.jpg,0542
c003,000571.jpg,0577
c001,000572.jpg,0932
c002,000573.jpg,0746
c003,000574.jpg,0428
c003,000575.jpg,1021
c001,000576.jpg,0277
c002,000577.jpg,0501
c001,000578.jpg,0572
c003,000579.jpg,0398
c002,000580.jpg,0618
c003,000581.jpg,0757
c001,000582.jpg,0446
c001,000583.jpg,0941
c001,000584.jpg,0903
c002,000585.jpg,0710
c001,000586.jpg,0235
c002,000587.jpg,0234
c001,000588.jpg,0626
c003,000589.jpg,1084
c002,000590.jpg,0957
c002,000591.jpg,0819
c003,000592.jpg,0881
c003,000593.jpg,0279
c002,000594.jpg,0349
c001,000595.jpg,0561
c001,000596.jpg,0507
c001,000597.jpg,0744
c001,000598.jpg,0487
c002,000599.jpg,1031
c003,000600.jpg,0318
c002,000601.jpg,0127
c002,000602.jpg,0851
c002,000603.jpg,0439
c001,000604.jpg,0284
c003,000605.jpg,0482
c003,000606.jpg,0136
c002,000607.jpg,0648
c002,000608.jpg,1022
c001,000609.jpg,0831
c001,000610.jpg,0860
c003,000611.jpg,0501
c002,000612.jpg,0702
c003,000613.jpg,0751
c002,000614.jpg,0761
c002,000615.jpg,0250
c002,000616.jpg,0684
c003,000617.jpg,0991
c001,000618.jpg,0975
c002,000619.jpg,0538
c001,000620.jpg,0121
c001,000621.jpg,0552
c003,000622.jpg,1066
c002,000623.jpg,0876
c003,000624.jpg,1042
c002,000625.jpg,0911
c003,000626.jpg,0429
c002,000627.jpg,0960
c003,000628.jpg,0812
c002,000629.jpg,0498
c002,000630.jpg,0472
c001,000631.jpg,1005
c002,000632.jpg,0442
c003,000633.jpg,0455
c002,000634.jpg,0947
c002,000635.jpg,0535
c002,000636.jpg,0189
c002,000637.jpg,0719
c002,000638.jpg,0662
c002,000639.jpg,0554
c003,000640.jpg,0420
c003,000641.jpg,0651
c002,000642.jpg,0223
c003,000643.jpg,1086
c002,000644.jpg,0587
c002,000645.jpg,0233
c003,000646.jpg,0817
c003,000647.jpg,0431
c001,000648.jpg,0319
c001,000649.jpg,0715
c002,000650.jpg,0561
c003,000651.jpg,0842
c002,000652.jpg,0589
c002,000653.jpg,0169
c003,000654.jpg,0849
c002,000655.jpg,0743
c002,000656.jpg,0260
c002,000657.jpg,0773
c003,000658.jpg,0383
c003,000659.jpg,1029
c003,000660.jpg,0500
c003,000661.jpg,1090
c001,000662.jpg,1076
c003,000663.jpg,0398
c001,000664.jpg,0847
c001,000665.jpg,0529
c003,000666.jpg,1090
c002,000667.jpg,0706
c001,000668.jpg,1029
c003,000669.jpg,1028
c003,000670.jpg,0942
c001,000671.jpg,1026
c002,000672.jpg,0114
c002,000673.jpg,0876
c001,000674.jpg,0266
c002,000675.jpg,1041
c003,000676.jpg,0488
c002,000677.jpg,0761
c003,000678.jpg,0209
c002,000679.jpg,0400
c003,000680.jpg,0328
c003,000681.jpg,1065
c003,000682.jpg,0037
c002,000683.jpg,0354
c001,000684.jpg,0565
c002,000685.jpg,0276
c001,000686.jpg,0551
c002,000687.jpg,0525
c001,000688.jpg,0346
c001,000689.jpg,0185
c003,000690.jpg,0573
c001,000691.jpg,0386
c001,000692.jpg,0678
c001,000693.jpg,0111
c003,000694.jpg,0436
c002,000695.jpg,0660
c001,000696.jpg,0808
c001,000697.jpg,0463
c002,000698.jpg,0434
c003,000699.jpg,0584
c002,000700.jpg,0838
c001,000701.jpg,0871
c002,000702.jpg,0171
c001,000703.jpg,0717
c003,000704.jpg,0286
c001,000705.jpg,0938
c003,000706.jpg,0891
c001,000707.jpg,1044
c002,000708.jpg,0365
c003,000709.jpg,0891
c003,000710.jpg,0131
c003,000711.jpg,0778
c003,000712.jpg,1090
c001,000713.jpg,0929
c002,000714.jpg,0911
c002,000715.jpg,0500
c001,000716.jpg,0497
c001,000717.jpg,0891
c003,000718.jpg,0825
c001,000719.jpg,0701
c002,000720.jpg,0289
c003,000721.jpg,0746
c003,000722.jpg,0587
c003,000723.jpg,0773
c003,000724.jpg,1005
c003,000725.jpg,0335
c001,000726.jpg,0656
c001,000727.jpg,0060
c002,000728.jpg,0942
c001,000729.jpg,0987
c003,000730.jpg,0726
c003,000731.jpg,0672
c002,000732.jpg,0790
c003,000733.jpg,0884
c003,000734.jpg,0385
c001,000735.jpg,0521
c002,000736.jpg,0841
c001,000737.jpg,0156
c001,000738.jpg,0032
c002,000739.jpg,0271
c002,000740.jpg,0146
c003,000741.jpg,0718
c001,000742.jpg,0774
c002,000743.jpg,1068
c003,000744.jpg,0661
c001,000745.jpg,0618
c003,000746.jpg,1030
c001,000747.jpg,0565
c002,000748.jpg,0849
c003,000749.jpg,0662
c002,000750.jpg,0542
c003,000751.jpg,0327
c002,000752.jpg,0822
c003,000753.jpg,0268
c001,000754.jpg,0421
c001,000755.jpg,0525
c002,000756.jpg,0077
c002,000757.jpg,0254
c002,000758.jpg,0297
c001,000759.jpg,0479
c002,000760.jpg,0230
c003,000761.jpg,0635
c003,000762.jpg,0134
c003,000763.jpg,0056
c002,000764.jpg,0464
c003,000765.jpg,0108
c001,000766.jpg,1015
c003,000767.jpg,0869
c003,000768.jpg,0691
c003,000769.jpg,0524
c002,000770.jpg,1073
c002,000771.jpg,0638
c002,000772.jpg,0568
c001,000773.jpg,1062
c001,000774.jpg,0292
c002,000775.jpg,0395
c001,000776.jpg,1050
c002,000777.jpg,1032
c002,000778.jpg,0459
c002,000779.jpg,0076
c001,000780.jpg,0134
c001,000781.jpg,0880
c003,000782.jpg,0891
c003,000783.jpg,0487
c003,000784.jpg,0356
c001,000785.jpg,1082
c003,000786.jpg,0731
c003,000787.jpg,0005
c001,000788.jpg,0624
c001,000789.jpg,1070
c003,000790.jpg,0367
c002,000791.jpg,0870
c002,000792.jpg,0787
c002,000793.jpg,0034
c001,000794.jpg,0570
c003,000795.jpg,0588
c002,000796.jpg,0052
c002,000797.jpg,0623
c002,000798.jpg,0041
c001,000799.jpg,0013
c003,000800.jpg,0042
c003,000801.jpg,0774
c001,000802.jpg,0188
c002,000803.jpg,0570
c003,000804.jpg,0060
c002,000805.jpg,0171
c001,000806.jpg,0887
c003,000807.jpg,0814
c003,000808.jpg,0735
c003,000809.jpg,0465
c002,000810.jpg,0629
c003,000811.jpg,1077
c003,000812.jpg,0315
c001,000813.jpg,0279
c001,000814.jpg,0203
c001,000815.jpg,0055
c001,000816.jpg,0012
c001,000817.jpg,1002
c001,000818.jpg,0923
c001,000819.jpg,0738
c003,000820.jpg,0284
c003,000821.jpg,0522
c003,000822.jpg,0650
c003,000823.jpg,0932
c003,000824.jpg,0654
c003,000825.jpg,0491
c003,000826.jpg,0050
c002,000827.jpg,0841
c001,000828.jpg,0706
c003,000829.jpg,1031
c002,000830.jpg,0544
c002,000831.jpg,0046
c002,000832.jpg,0266
c003,000833.jpg,0803
c002,000834.jpg,0363
c002,000835.jpg,0797
c003,000836.jpg,0455
c002,000837.jpg,0554
c001,000838.jpg,0291
c003,000839.jpg,0813
c002,000840.jpg,0920
c002,000841.jpg,0661
c001,000842.jpg,0038
c001,000843.jpg,0696
c003,000844.jpg,0135
c001,000845.jpg,1003
c001,000846.jpg,0842
c003,000847.jpg,0208
c003,000848.jpg,0296
c002,000849.jpg,0558
c002,000850.jpg,0375
c003,000851.jpg,0540
c001,000852.jpg,0785
c002,000853.jpg,0890
c003,000854.jpg,0725
c001,000855.jpg,0881
c001,000856.jpg,0277
c003,000857.jpg,0869
c003,000858.jpg,0035
c003,000859.jpg,0264
c001,000860.jpg,0081
c001,000861.jpg,1005
c001,000862.jpg,0866
c002,000863.jpg,1057
c003,000864.jpg,0216
c001,000865.jpg,0886
c003,000866.jpg,0605
c003,000867.jpg,0086
c002,000868.jpg,1040
c002,000869.jpg,1090
c002,000870.jpg,0855
c002,000871.jpg,0960
c003,000872.jpg,0472
c002,000873.jpg,1006
c003,000874.jpg,0392
c002,000875.jpg,0508
c003,000876.jpg,0397
c003,000877.jpg,0601
c001,000878.jpg,1066
c001,000879.jpg,0291
c001,000880.jpg,1044
c002,000881.jpg,1051
c002,000882.jpg,0431
c003,000883.jpg,0147
c002,000884.jpg,0301
c002,000885.jpg,0874
c002,000886.jpg,0279
c001,000887.jpg,0549
c002,000888.jpg,1040
c001,000889.jpg,0365
c002,000890.jpg,0197
c002,000891.jpg,0174
c002,000892.jpg,0336
c002,000893.jpg,0455
c003,000894.jpg,0038
c002,000895.jpg,0855
c001,000896.jpg,0134
c002,000897.jpg,0643
c001,000898.jpg,0194
c002,000899.jpg,0385
c002,000900.jpg,1047
c003,000901.jpg,0005
c002,000902.jpg,0062
c002,000903.jpg,0456
c003,000904.jpg,0126
c002,000905.jpg,0567
c001,000906.jpg,0554
c001,000907.jpg,1068
c001,000908.jpg,0185
c002,000909.jpg,0067
c002,000910.jpg,0086
c001,000911.jpg,0807
c003,000912.jpg,0369
c001,000913.jpg,0458
c002,000914.jpg,0183
c001,000915.jpg,0784
c003,000916.jpg,0624
c001,000917.jpg,1090
c001,000918.jpg,0947
c002,000919.jpg,0352
c001,000920.jpg,0852
c001,000921.jpg,0674
c001,000922.jpg,0581
c002,000923.jpg,1044
c002,000924.jpg,0974
c002,000925.jpg,0775
c001,000926.jpg,0129
c002,000927.jpg,0823
c003,000928.jpg,1041
c001,000929.jpg,0006
c002,000930.jpg,0743
c003,000931.jpg,0816
c001,000932.jpg,1073
c003,000933.jpg,0065
c002,000934.jpg,0690
c001,000935.jpg,0499
c001,000936.jpg,0999
c003,000937.jpg,1025
c003,000938.jpg,0746
c001,000939.jpg,0085
c003,000940.jpg,0926
c002,000941.jpg,0245
c001,000942.jpg,0299
c002,000943.jpg,0144
c002,000944.jpg,0134
c001,000945.jpg,0660
c002,000946.jpg,1066
c002,000947.jpg,0407
c002,000948.jpg,0816
c001,000949.jpg,0097
c002,000950.jpg,0864
c001,000951.jpg,0665
c002,000952.jpg,0431
c002,000953.jpg,0761
c002,000954.jpg,0724
c003,000955.jpg,0183
c001,000956.jpg,0420
c001,000957.jpg,1038
c001,000958.jpg,0829
c001,000959.jpg,0335
c002,000960.jpg,0965
c003,000961.jpg,0817
c002,000962.jpg,0479
c001,000963.jpg,0081
c003,000964.jpg,0910
c002,000965.jpg,0819
c002,000966.jpg,0615
c002,000967.jpg,0725
c002,000968.jpg,0818
c002,000969.jpg,1086
c003,000970.jpg,0963
c003,000971.jpg,0164
c001,000972.jpg,0860
c002,000973.jpg,0522
c002,000974.jpg,0549
c001,000975.jpg,0477
c003,000976.jpg,0393
c001,000977.jpg,0075
c001,000978.jpg,0285
c002,000979.jpg,0934
c003,000980.jpg,0304
c001,000981.jpg,0202
c003,000982.jpg,0206
c002,000983.jpg,0252
c003,000984.jpg,0912
c003,000985.jpg,0109
c002,000986.jpg,0812
c003,000987.jpg,0928
c001,000988.jpg,0126
c001,000989.jpg,0091
c002,000990.jpg,0282
c002,000991.jpg,0421
c001,000992.jpg,0930
c003,000993.jpg,0165
c002,000994.jpg,0060
c003,000995.jpg,0282
c002,000996.jpg,0939
c002,000997.jpg,0704
c003,000998.jpg,0212
c003,000999.jpg,1054
c001,001000.jpg,0870
c002,001001.jpg,0094
c002,001002.jpg,0109
c002,001003.jpg,0743
c003,001004.jpg,0579
c003,001005.jpg,0083
c003,001006.jpg,0411
c003,001007.jpg,0634
c003,001008.jpg,0568
c002,001009.jpg,0456
c003,001010.jpg,1033
c001,001011.jpg,0500
c003,001012.jpg,0988
c002,001013.jpg,0086
c003,001014.jpg,0554
c003,001015.jpg,0650
c002,001016.jpg,0019
c002,001017.jpg,0884
c003,001018.jpg,0697
c002,001019.jpg,0522
c001,001020.jpg,0238
c003,001021.jpg,0411
c003,001022.jpg,0089
c003,001023.jpg,0465
c001,001024.jpg,0848
c003,001025.jpg,0013
c002,001026.jpg,0661
c003,001027.jpg,0098
c003,001028.jpg,0091
c003,001029.jpg,0834
c002,001030.jpg,0194
c003,001031.jpg,0357
c001,001032.jpg,0443
c003,001033.jpg,0380
c001,001034.jpg,0933
c003,001035.jpg,0838
c002,001036.jpg,0966
c002,001037.jpg,0887
c002,001038.jpg,0184
c001,001039.jpg,0793
c001,001040.jpg,0613
c001,001041.jpg,0493
c001,001042.jpg,0748
c003,001043.jpg,0937
c003,001044.jpg,0971
c003,001045.jpg,0252
c003,001046.jpg,0670
c003,001047.jpg,0976
c001,001048.jpg,0358
c001,001049.jpg,0311
c001,001050.jpg,0738
c003,001051.jpg,0699
c002,001052.jpg,0850
c003,001053.jpg,0328
c002,001054.jpg,0055
c002,001055.jpg,0478
c002,001056.jpg,0431
c001,001057.jpg,0130
c002,001058.jpg,0911
c002,001059.jpg,0837
c001,001060.jpg,0213
c001,001061.jpg,0010
c003,001062.jpg,0444
c001,001063.jpg,0031
c003,001064.jpg,0657
c002,001065.jpg,0204
c002,001066.jpg,0924
c002,001067.jpg,0807
c001,001068.jpg,0199
c003,001069.jpg,0146
c001,001070.jpg,0969
c003,001071.jpg,0824
c002,001072.jpg,0389
c002,001073.jpg,1086
c003,001074.jpg,0960
