cameraID,imageName,Class
c004,000082.jpg,trafficsignal
c004,000083.jpg,trafficsignal
c004,000084.jpg,trafficsignal
c004,000085.jpg,trafficsignal
c004,000086.jpg,trafficsignal
c004,000087.jpg,trafficsignal
c004,000088.jpg,trafficsignal
c004,000089.jpg,trafficsignal
c004,000090.jpg,trafficsignal
c004,000091.jpg,Crosswalk
c004,000092.jpg,Container
c004,000093.jpg,trafficsignal
c004,000094.jpg,Container
c004,000095.jpg,trafficsignal
c004,000096.jpg,trafficsignal
c004,000097.jpg,trafficsignal
c004,000098.jpg,Container
c004,000099.jpg,RubbishBins
c004,000100.jpg,trafficsignal
c004,000101.jpg,Crosswalk
c004,000102.jpg,trafficsignal
c004,000103.jpg,RubbishBins
c004,000104.jpg,Crosswalk
c004,000105.jpg,trafficsignal
c004,000106.jpg,trafficsignal
c004,000107.jpg,RubbishBins
c004,000108.jpg,RubbishBins
c004,000109.jpg,Container
c004,000110.jpg,trafficsignal
c004,000111.jpg,trafficsignal
c004,000112.jpg,trafficsignal
c004,000113.jpg,trafficsignal
c004,000114.jpg,trafficsignal
c004,000115.jpg,trafficsignal
c004,000116.jpg,trafficsignal
c004,000117.jpg,Container
c004,000118.jpg,trafficsignal
c004,000119.jpg,trafficsignal
c004,000120.jpg,trafficsignal
c004,000121.jpg,RubbishBins
c004,000122.jpg,trafficsignal
c004,000123.jpg,trafficsignal
c004,000124.jpg,Container
c004,000125.jpg,trafficsignal
c004,000126.jpg,trafficsignal
c004,000127.jpg,RubbishBins
c004,000128.jpg,trafficsignal
c004,000129.jpg,trafficsignal
c004,000130.jpg,RubbishBins
c004,000131.jpg,trafficsignal
c004,000132.jpg,trafficsignal
c004,000133.jpg,trafficsignal
c004,000134.jpg,Crosswalk
c004,000135.jpg,trafficsignal
c004,000136.jpg,trafficsignal
c004,000137.jpg,RubbishBins
c004,000138.jpg,trafficsignal
c004,000139.jpg,trafficsignal
c004,000140.jpg,RubbishBins
c004,000141.jpg,Crosswalk
c004,000142.jpg,trafficsignal
c004,000143.jpg,Container
c004,000144.jpg,trafficsignal
c004,000145.jpg,trafficsignal
c004,000146.jpg,Container
c004,000147.jpg,RubbishBins
c004,000148.jpg,Container
c004,000149.jpg,Container
c004,000150.jpg,trafficsignal
c004,000151.jpg,trafficsignal
c004,000152.jpg,trafficsignal
c004,000153.jpg,RubbishBins
c004,000154.jpg,trafficsignal
c004,000155.jpg,RubbishBins
c004,000156.jpg,trafficsignal
c004,000157.jpg,trafficsignal
c004,000158.jpg,trafficsignal
c004,000159.jpg,trafficsignal
c004,000160.jpg,RubbishBins
c004,000161.jpg,trafficsignal
c004,000162.jpg,RubbishBins
c004,000163.jpg,trafficsignal
c004,000164.jpg,RubbishBins
c004,000165.jpg,trafficsignal
c004,000166.jpg,trafficsignal
c004,000167.jpg,trafficsignal
c004,000168.jpg,Container
c004,000169.jpg,trafficsignal
c004,000170.jpg,trafficsignal
c004,000171.jpg,trafficsignal
c004,000172.jpg,Container
c004,000173.jpg,Crosswalk
c004,000174.jpg,trafficsignal
c004,000175.jpg,Container
c004,000176.jpg,trafficsignal
c004,000177.jpg,trafficsignal
c004,000178.jpg,trafficsignal
c004,000179.jpg,trafficsignal
c004,000180.jpg,trafficsignal
c004,000181.jpg,trafficsignal
c004,000182.jpg,trafficsignal
c004,000183.jpg,trafficsignal
c004,000184.jpg,trafficsignal
c004,000185.jpg,trafficsignal
c004,000186.jpg,trafficsignal
c004,000187.jpg,Crosswalk
c004,000188.jpg,trafficsignal
c004,000189.jpg,trafficsignal
c004,000190.jpg,Container
c004,000191.jpg,Container
c004,000192.jpg,RubbishBins
c004,000193.jpg,trafficsignal
c004,000194.jpg,trafficsignal
c004,000195.jpg,trafficsignal
c004,000196.jpg,trafficsignal
c004,000197.jpg,Container
c004,000198.jpg,trafficsignal
c004,000199.jpg,Crosswalk
c004,000200.jpg,trafficsignal
c004,000201.jpg,Container
c004,000202.jpg,RubbishBins
c004,000203.jpg,trafficsignal
c004,000204.jpg,Container
c004,000205.jpg,Container
c004,000206.jpg,trafficsignal
c004,000207.jpg,trafficsignal
c004,000208.jpg,trafficsignal
c004,000209.jpg,trafficsignal
c004,000210.jpg,Container
c004,000211.jpg,Crosswalk
c004,000212.jpg,trafficsignal
c004,000213.jpg,RubbishBins
c004,000214.jpg,Crosswalk
c004,000215.jpg,trafficsignal
c004,000216.jpg,trafficsignal
c004,000217.jpg,trafficsignal
c004,000218.jpg,trafficsignal
c004,000219.jpg,RubbishBins
c004,000220.jpg,trafficsignal
c004,000221.jpg,trafficsignal
c004,000222.jpg,RubbishBins
c004,000223.jpg,trafficsignal
c004,000224.jpg,trafficsignal
c004,000225.jpg,RubbishBins
c004,000226.jpg,trafficsignal
c004,000227.jpg,trafficsignal
c004,000228.jpg,trafficsignal
c004,000229.jpg,trafficsignal
c004,000230.jpg,Container
c004,000231.jpg,Container
c004,000232.jpg,trafficsignal
c004,000233.jpg,trafficsignal
c004,000234.jpg,trafficsignal
c004,000235.jpg,Container
c004,000236.jpg,RubbishBins
c004,000237.jpg,trafficsignal
c004,000238.jpg,trafficsignal
c004,000239.jpg,trafficsignal
c004,000240.jpg,trafficsignal
c004,000241.jpg,trafficsignal
c004,000242.jpg,RubbishBins
c004,000243.jpg,trafficsignal
c004,000244.jpg,Container
c004,000245.jpg,trafficsignal
c004,000246.jpg,trafficsignal
c004,000247.jpg,trafficsignal
c004,000248.jpg,trafficsignal
c004,000249.jpg,trafficsignal
c004,000250.jpg,trafficsignal
c004,000251.jpg,Crosswalk
c004,000252.jpg,Container
c004,000253.jpg,trafficsignal
c004,000254.jpg,trafficsignal
c004,000255.jpg,trafficsignal
c004,000256.jpg,trafficsignal
c004,000257.jpg,trafficsignal
c004,000258.jpg,Container
c004,000259.jpg,Container
c004,000260.jpg,Container
c004,000261.jpg,trafficsignal
c004,000262.jpg,trafficsignal
c004,000263.jpg,trafficsignal
c004,000264.jpg,Container
c004,000265.jpg,trafficsignal
c004,000266.jpg,trafficsignal
c004,000267.jpg,trafficsignal
c004,000268.jpg,Crosswalk
c004,000269.jpg,trafficsignal
c004,000270.jpg,trafficsignal
c004,000271.jpg,trafficsignal
c004,000272.jpg,Crosswalk
c004,000273.jpg,Container
c004,000274.jpg,trafficsignal
c004,000275.jpg,trafficsignal
c004,000276.jpg,trafficsignal
c004,000277.jpg,trafficsignal
c004,000278.jpg,RubbishBins
c004,000279.jpg,trafficsignal
c004,000280.jpg,Crosswalk
c004,000281.jpg,trafficsignal
c004,000282.jpg,Container
c004,000283.jpg,trafficsignal
c004,000284.jpg,trafficsignal
c004,000285.jpg,trafficsignal
c004,000286.jpg,Container
c004,000287.jpg,trafficsignal
c004,000288.jpg,trafficsignal
c004,000289.jpg,trafficsignal
c004,000290.jpg,trafficsignal
c004,000291.jpg,trafficsignal
c004,000292.jpg,trafficsignal
c004,000293.jpg,trafficsignal
c004,000294.jpg,Crosswalk
c004,000295.jpg,trafficsignal
c004,000296.jpg,trafficsignal
c004,000297.jpg,Container
c004,000298.jpg,trafficsignal
c004,000299.jpg,Container
c004,000300.jpg,Container
c004,000301.jpg,trafficsignal
c004,000302.jpg,trafficsignal
c004,000303.jpg,Container
c004,000304.jpg,trafficsignal
c004,000305.jpg,trafficsignal
c004,000306.jpg,trafficsignal
c004,000307.jpg,trafficsignal
c004,000308.jpg,Container
c004,000309.jpg,RubbishBins
c004,000310.jpg,Container
c004,000311.jpg,RubbishBins
c004,000312.jpg,trafficsignal
c004,000313.jpg,trafficsignal
c004,000314.jpg,trafficsignal
c004,000315.jpg,trafficsignal
c004,000316.jpg,trafficsignal
c004,000317.jpg,Container
c004,000318.jpg,trafficsignal
c004,000319.jpg,trafficsignal
c004,000320.jpg,trafficsignal
c004,000321.jpg,trafficsignal
c004,000322.jpg,Crosswalk
c004,000323.jpg,trafficsignal
c004,000324.jpg,trafficsignal
c004,000325.jpg,RubbishBins
c004,000326.jpg,Container
c004,000327.jpg,Crosswalk
c004,000328.jpg,trafficsignal
c004,000329.jpg,trafficsignal
c004,000330.jpg,Container
c004,000331.jpg,Container
c004,000332.jpg,Container
c004,000333.jpg,trafficsignal
c004,000334.jpg,Container
c004,000335.jpg,trafficsignal
c004,000336.jpg,trafficsignal
c004,000337.jpg,trafficsignal
c004,000338.jpg,Container
c004,000339.jpg,trafficsignal
c004,000340.jpg,Container
c004,000341.jpg,Container
c004,000342.jpg,Container
c004,000343.jpg,trafficsignal
c004,000344.jpg,RubbishBins
c004,000345.jpg,trafficsignal
c004,000346.jpg,RubbishBins
c004,000347.jpg,RubbishBins
c004,000348.jpg,Container
c004,000349.jpg,trafficsignal
c004,000350.jpg,trafficsignal
c004,000351.jpg,RubbishBins
c004,000352.jpg,Container
c004,000353.jpg,trafficsignal
c004,000354.jpg,Container
c004,000355.jpg,trafficsignal
c004,000356.jpg,trafficsignal
c004,000357.jpg,trafficsignal
c004,000358.jpg,Crosswalk
c004,000359.jpg,trafficsignal
c004,000360.jpg,RubbishBins
c004,000361.jpg,Container
c004,000362.jpg,trafficsignal
c004,000363.jpg,trafficsignal
c004,000364.jpg,trafficsignal
c004,000365.jpg,Container
c004,000366.jpg,Container
c004,000367.jpg,trafficsignal
c004,000368.jpg,trafficsignal
c004,000369.jpg,trafficsignal
c004,000370.jpg,Container
c004,000371.jpg,trafficsignal
c004,000372.jpg,trafficsignal
c004,000373.jpg,Container
c004,000374.jpg,RubbishBins
c004,000375.jpg,Crosswalk
c004,000376.jpg,trafficsignal
c004,000377.jpg,trafficsignal
c004,000378.jpg,trafficsignal
c004,000379.jpg,trafficsignal
c004,000380.jpg,trafficsignal
c004,000381.jpg,trafficsignal
c004,000382.jpg,RubbishBins
c004,000383.jpg,trafficsignal
c004,000384.jpg,Crosswalk
c004,000385.jpg,trafficsignal
c004,000386.jpg,Container
c004,000387.jpg,trafficsignal
c004,000388.jpg,Crosswalk
c004,000389.jpg,trafficsignal
c004,000390.jpg,Crosswalk
c004,000391.jpg,trafficsignal
c004,000392.jpg,trafficsignal
c004,000393.jpg,trafficsignal
c004,000394.jpg,trafficsignal
c004,000395.jpg,Crosswalk
c004,000396.jpg,Crosswalk
c004,000397.jpg,Crosswalk
c004,000398.jpg,trafficsignal
c004,000399.jpg,trafficsignal
c004,000400.jpg,trafficsignal
c004,000401.jpg,trafficsignal
c004,000402.jpg,trafficsignal
c004,000403.jpg,Container
c004,000404.jpg,trafficsignal
c004,000405.jpg,Crosswalk
c004,000406.jpg,trafficsignal
c004,000407.jpg,trafficsignal
c004,000408.jpg,trafficsignal
c004,000409.jpg,trafficsignal
c004,000410.jpg,trafficsignal
c004,000411.jpg,trafficsignal
c004,000412.jpg,trafficsignal
c004,000413.jpg,Crosswalk
c004,000414.jpg,Container
c004,000415.jpg,RubbishBins
c004,000416.jpg,trafficsignal
c004,000417.jpg,Container
c004,000418.jpg,trafficsignal
c004,000419.jpg,Crosswalk
c004,000420.jpg,trafficsignal
c004,000421.jpg,trafficsignal
c004,000422.jpg,trafficsignal
c004,000423.jpg,trafficsignal
c004,000424.jpg,trafficsignal
c004,000425.jpg,trafficsignal
c004,000426.jpg,trafficsignal
c004,000427.jpg,RubbishBins
c004,000428.jpg,trafficsignal
c004,000429.jpg,Crosswalk
c004,000430.jpg,trafficsignal
c004,000431.jpg,RubbishBins
c004,000432.jpg,trafficsignal
c004,000433.jpg,Crosswalk
c004,000434.jpg,trafficsignal
c004,000435.jpg,RubbishBins
c004,000436.jpg,trafficsignal
c004,000437.jpg,trafficsignal
c004,000438.jpg,trafficsignal
c004,000439.jpg,Container
c004,000440.jpg,trafficsignal
c004,000441.jpg,RubbishBins
c004,000442.jpg,trafficsignal
c004,000443.jpg,trafficsignal
c004,000444.jpg,trafficsignal
c004,000445.jpg,trafficsignal
c004,000446.jpg,trafficsignal
c004,000447.jpg,trafficsignal
c004,000448.jpg,trafficsignal
c004,000449.jpg,trafficsignal
c004,000450.jpg,trafficsignal
c004,000451.jpg,Container
c004,000452.jpg,trafficsignal
c004,000453.jpg,trafficsignal
c004,000454.jpg,trafficsignal
c004,000455.jpg,Container
c004,000456.jpg,Container
c004,000457.jpg,RubbishBins
c004,000458.jpg,trafficsignal
c004,000459.jpg,trafficsignal
c004,000460.jpg,Crosswalk
c004,000461.jpg,trafficsignal
c004,000462.jpg,trafficsignal
c004,000463.jpg,trafficsignal
c004,000464.jpg,Container
c004,000465.jpg,trafficsignal
c004,000466.jpg,Crosswalk
c004,000467.jpg,RubbishBins
c004,000468.jpg,trafficsignal
c004,000469.jpg,trafficsignal
c004,000470.jpg,trafficsignal
c004,000471.jpg,trafficsignal
c004,000472.jpg,RubbishBins
c004,000473.jpg,trafficsignal
c004,000474.jpg,Crosswalk
c004,000475.jpg,Container
c004,000476.jpg,trafficsignal
c004,000477.jpg,Container
c004,000478.jpg,trafficsignal
c004,000479.jpg,Crosswalk
c004,000480.jpg,Crosswalk
c004,000481.jpg,trafficsignal
c004,000482.jpg,trafficsignal
c004,000483.jpg,Crosswalk
c004,000484.jpg,Crosswalk
c004,000485.jpg,Container
c004,000486.jpg,Crosswalk
c004,000487.jpg,trafficsignal
c004,000488.jpg,Container
c004,000489.jpg,RubbishBins
c004,000490.jpg,RubbishBins
c004,000491.jpg,trafficsignal
c004,000492.jpg,Container
c004,000493.jpg,trafficsignal
c004,000494.jpg,trafficsignal
c004,000495.jpg,Crosswalk
c004,000496.jpg,trafficsignal
c004,000497.jpg,Container
c004,000498.jpg,trafficsignal
c004,000499.jpg,trafficsignal
c004,000500.jpg,RubbishBins
c004,000501.jpg,trafficsignal
c004,000502.jpg,trafficsignal
c004,000503.jpg,Container
c004,000504.jpg,trafficsignal
c004,000505.jpg,trafficsignal
c004,000506.jpg,trafficsignal
c004,000507.jpg,Crosswalk
c004,000508.jpg,trafficsignal
c004,000509.jpg,RubbishBins
c004,000510.jpg,trafficsignal
c004,000511.jpg,Crosswalk
c004,000512.jpg,Container
c004,000513.jpg,trafficsignal
c004,000514.jpg,trafficsignal
c004,000515.jpg,trafficsignal
c004,000516.jpg,trafficsignal
c004,000517.jpg,Container
c004,000518.jpg,RubbishBins
c004,000519.jpg,trafficsignal
c004,000520.jpg,trafficsignal
c004,000521.jpg,trafficsignal
c004,000522.jpg,RubbishBins
c004,000523.jpg,trafficsignal
c004,000524.jpg,RubbishBins
c004,000525.jpg,RubbishBins
c004,000526.jpg,trafficsignal
c004,000527.jpg,RubbishBins
c004,000528.jpg,trafficsignal
c004,000529.jpg,trafficsignal
c004,000530.jpg,trafficsignal
c004,000531.jpg,trafficsignal
c004,000532.jpg,Container
c004,000533.jpg,trafficsignal
c004,000534.jpg,Container
c004,000535.jpg,trafficsignal
c004,000536.jpg,Crosswalk
c004,000537.jpg,trafficsignal
c004,000538.jpg,trafficsignal
c004,000539.jpg,Container
c004,000540.jpg,trafficsignal
c004,000541.jpg,trafficsignal
c004,000542.jpg,trafficsignal
c004,000543.jpg,RubbishBins
c004,000544.jpg,trafficsignal
c004,000545.jpg,trafficsignal
c004,000546.jpg,trafficsignal
c004,000547.jpg,Crosswalk
c004,000548.jpg,trafficsignal
c004,000549.jpg,trafficsignal
c004,000550.jpg,trafficsignal
c004,000551.jpg,trafficsignal
c004,000552.jpg,trafficsignal
c004,000553.jpg,trafficsignal
c004,000554.jpg,trafficsignal
c004,000555.jpg,trafficsignal
c004,000556.jpg,trafficsignal
c004,000557.jpg,trafficsignal
c004,000558.jpg,Crosswalk
c004,000559.jpg,trafficsignal
c004,000560.jpg,Container
c004,000561.jpg,RubbishBins
c004,000562.jpg,Container
c004,000563.jpg,trafficsignal
c004,000564.jpg,RubbishBins
c004,000565.jpg,RubbishBins
c004,000566.jpg,trafficsignal
c004,000567.jpg,trafficsignal
c004,000568.jpg,trafficsignal
c004,000569.jpg,Crosswalk
c004,000570.jpg,trafficsignal
c004,000571.jpg,Container
c004,000572.jpg,trafficsignal
c004,000573.jpg,RubbishBins
c004,000574.jpg,Crosswalk
c004,000575.jpg,trafficsignal
c004,000576.jpg,RubbishBins
c004,000577.jpg,Container
c004,000578.jpg,Crosswalk
c004,000579.jpg,Crosswalk
c004,000580.jpg,trafficsignal
c004,000581.jpg,trafficsignal
c004,000582.jpg,trafficsignal
c004,000583.jpg,trafficsignal
c004,000584.jpg,Container
c004,000585.jpg,Container
c004,000586.jpg,trafficsignal
c004,000587.jpg,trafficsignal
c004,000588.jpg,trafficsignal
c004,000589.jpg,Container
c004,000590.jpg,trafficsignal
c004,000591.jpg,trafficsignal
c004,000592.jpg,Crosswalk
c004,000593.jpg,Container
c004,000594.jpg,trafficsignal
c004,000595.jpg,trafficsignal
c004,000596.jpg,Container
c004,000597.jpg,trafficsignal
c004,000598.jpg,trafficsignal
c004,000599.jpg,trafficsignal
c004,000600.jpg,RubbishBins
c004,000601.jpg,trafficsignal
c004,000602.jpg,trafficsignal
c004,000603.jpg,Container
c004,000604.jpg,trafficsignal
c004,000605.jpg,Crosswalk
c004,000606.jpg,trafficsignal
c004,000607.jpg,trafficsignal
c004,000608.jpg,trafficsignal
c004,000609.jpg,RubbishBins
c004,000610.jpg,Container
c004,000611.jpg,trafficsignal
c004,000612.jpg,trafficsignal
c004,000613.jpg,trafficsignal
c004,000614.jpg,trafficsignal
c004,000615.jpg,Crosswalk
c004,000616.jpg,trafficsignal
c004,000617.jpg,Crosswalk
c004,000618.jpg,Container
c004,000619.jpg,trafficsignal
c004,000620.jpg,Container
c004,000621.jpg,trafficsignal
c004,000622.jpg,RubbishBins
c004,000623.jpg,trafficsignal
c004,000624.jpg,trafficsignal
c004,000625.jpg,trafficsignal
c004,000626.jpg,trafficsignal
c004,000627.jpg,trafficsignal
c004,000628.jpg,trafficsignal
c004,000629.jpg,Crosswalk
c004,000630.jpg,Crosswalk
c004,000631.jpg,trafficsignal
c004,000632.jpg,trafficsignal
c004,000633.jpg,trafficsignal
c004,000634.jpg,RubbishBins
c004,000635.jpg,RubbishBins
c004,000636.jpg,trafficsignal
c004,000637.jpg,trafficsignal
c004,000638.jpg,Crosswalk
c004,000639.jpg,trafficsignal
c004,000640.jpg,trafficsignal
c004,000641.jpg,trafficsignal
c004,000642.jpg,Crosswalk
c004,000643.jpg,trafficsignal
c004,000644.jpg,Crosswalk
c004,000645.jpg,trafficsignal
c004,000646.jpg,Crosswalk
c004,000647.jpg,trafficsignal
c004,000648.jpg,trafficsignal
c004,000649.jpg,Container
c004,000650.jpg,trafficsignal
c004,000651.jpg,trafficsignal
c004,000652.jpg,trafficsignal
c004,000653.jpg,trafficsignal
c004,000654.jpg,trafficsignal
c004,000655.jpg,trafficsignal
c004,000656.jpg,trafficsignal
c004,000657.jpg,trafficsignal
c004,000658.jpg,trafficsignal
c004,000659.jpg,Container
c004,000660.jpg,RubbishBins
c004,000661.jpg,RubbishBins
c004,000662.jpg,RubbishBins
c004,000663.jpg,trafficsignal
c004,000664.jpg,trafficsignal
c004,000665.jpg,trafficsignal
c004,000666.jpg,Container
c004,000667.jpg,trafficsignal
c004,000668.jpg,trafficsignal
c004,000669.jpg,RubbishBins
c004,000670.jpg,trafficsignal
c004,000671.jpg,trafficsignal
c004,000672.jpg,trafficsignal
c004,000673.jpg,Crosswalk
c004,000674.jpg,trafficsignal
c004,000675.jpg,Container
c004,000676.jpg,trafficsignal
c004,000677.jpg,Container
c004,000678.jpg,Container
c004,000679.jpg,trafficsignal
c004,000680.jpg,Container
c004,000681.jpg,trafficsignal
c004,000682.jpg,trafficsignal
c004,000683.jpg,trafficsignal
c004,000684.jpg,trafficsignal
c004,000685.jpg,Container
c004,000686.jpg,trafficsignal
c004,000687.jpg,trafficsignal
c004,000688.jpg,trafficsignal
c004,000689.jpg,RubbishBins
c004,000690.jpg,trafficsignal
c004,000691.jpg,trafficsignal
c004,000692.jpg,trafficsignal
c004,000693.jpg,RubbishBins
c004,000694.jpg,trafficsignal
c004,000695.jpg,trafficsignal
c004,000696.jpg,Container
c004,000697.jpg,trafficsignal
c004,000698.jpg,Container
c004,000699.jpg,Container
c004,000700.jpg,trafficsignal
c004,000701.jpg,trafficsignal
c004,000702.jpg,trafficsignal
c004,000703.jpg,Container
c004,000704.jpg,trafficsignal
c004,000705.jpg,Container
c004,000706.jpg,trafficsignal
c004,000707.jpg,trafficsignal
c004,000708.jpg,Container
c004,000709.jpg,Crosswalk
c004,000710.jpg,trafficsignal
c004,000711.jpg,Container
c004,000712.jpg,trafficsignal
c004,000713.jpg,Container
c004,000714.jpg,trafficsignal
c004,000715.jpg,trafficsignal
c004,000716.jpg,trafficsignal
c004,000717.jpg,Crosswalk
c004,000718.jpg,trafficsignal
c004,000719.jpg,trafficsignal
c004,000720.jpg,trafficsignal
c004,000721.jpg,RubbishBins
c004,000722.jpg,trafficsignal
c004,000723.jpg,RubbishBins
c004,000724.jpg,Crosswalk
c004,000725.jpg,trafficsignal
c004,000726.jpg,trafficsignal
c004,000727.jpg,trafficsignal
c004,000728.jpg,Container
c004,000729.jpg,trafficsignal
c004,000730.jpg,trafficsignal
c004,000731.jpg,trafficsignal
c004,000732.jpg,Container
c004,000733.jpg,Container
c004,000734.jpg,Crosswalk
c004,000735.jpg,trafficsignal
c004,000736.jpg,Container
c004,000737.jpg,trafficsignal
c004,000738.jpg,trafficsignal
c004,000739.jpg,trafficsignal
c004,000740.jpg,Container
c004,000741.jpg,Container
c004,000742.jpg,trafficsignal
c004,000743.jpg,RubbishBins
c004,000744.jpg,trafficsignal
c004,000745.jpg,Container
c004,000746.jpg,trafficsignal
c004,000747.jpg,trafficsignal
c004,000748.jpg,trafficsignal
c004,000749.jpg,trafficsignal
c004,000750.jpg,trafficsignal
c004,000751.jpg,Crosswalk
c004,000752.jpg,trafficsignal
c004,000753.jpg,trafficsignal
c004,000754.jpg,trafficsignal
c004,000755.jpg,trafficsignal
c004,000756.jpg,trafficsignal
c004,000757.jpg,trafficsignal
c004,000758.jpg,trafficsignal
c004,000759.jpg,trafficsignal
c004,000760.jpg,Container
c004,000761.jpg,trafficsignal
c004,000762.jpg,trafficsignal
c004,000763.jpg,trafficsignal
c004,000764.jpg,RubbishBins
c004,000765.jpg,Crosswalk
c004,000766.jpg,trafficsignal
c004,000767.jpg,trafficsignal
c004,000768.jpg,Container
c004,000769.jpg,trafficsignal
c004,000770.jpg,trafficsignal
c004,000771.jpg,RubbishBins
c004,000772.jpg,Container
c004,000773.jpg,trafficsignal
c004,000774.jpg,RubbishBins
c004,000775.jpg,Container
c004,000776.jpg,Container
c004,000777.jpg,trafficsignal
c004,000778.jpg,trafficsignal
c004,000779.jpg,trafficsignal
c004,000780.jpg,trafficsignal
c004,000781.jpg,trafficsignal
c004,000782.jpg,Crosswalk
c004,000783.jpg,trafficsignal
c004,000784.jpg,Crosswalk
c004,000785.jpg,trafficsignal
c004,000786.jpg,trafficsignal
c004,000787.jpg,trafficsignal
c004,000788.jpg,trafficsignal
c004,000789.jpg,Container
c004,000790.jpg,Crosswalk
c004,000791.jpg,RubbishBins
c004,000792.jpg,Container
c004,000793.jpg,trafficsignal
c004,000794.jpg,Container
c004,000795.jpg,Container
c004,000796.jpg,trafficsignal
c004,000797.jpg,Container
c004,000798.jpg,trafficsignal
c004,000799.jpg,trafficsignal
c004,000800.jpg,Container
c004,000801.jpg,trafficsignal
c004,000802.jpg,trafficsignal
c004,000803.jpg,trafficsignal
c004,000804.jpg,trafficsignal
c004,000805.jpg,trafficsignal
c004,000806.jpg,trafficsignal
c004,000807.jpg,Crosswalk
c004,000808.jpg,trafficsignal
c004,000809.jpg,trafficsignal
c004,000810.jpg,trafficsignal
c004,000811.jpg,trafficsignal
c004,000812.jpg,trafficsignal
c004,000813.jpg,trafficsignal
c004,000814.jpg,trafficsignal
c004,000815.jpg,Container
c004,000816.jpg,Crosswalk
c004,000817.jpg,trafficsignal
c004,000818.jpg,trafficsignal
c004,000819.jpg,trafficsignal
c004,000820.jpg,Container
c004,000821.jpg,trafficsignal
c004,000822.jpg,trafficsignal
c004,000823.jpg,RubbishBins
c004,000824.jpg,Crosswalk
c004,000825.jpg,Container
c004,000826.jpg,Crosswalk
c004,000827.jpg,Container
c004,000828.jpg,trafficsignal
c004,000829.jpg,Crosswalk
c004,000830.jpg,Container
c004,000831.jpg,trafficsignal
c004,000832.jpg,trafficsignal
c004,000833.jpg,trafficsignal
c004,000834.jpg,trafficsignal
c004,000835.jpg,trafficsignal
c004,000836.jpg,trafficsignal
c004,000837.jpg,trafficsignal
c004,000838.jpg,trafficsignal
c004,000839.jpg,trafficsignal
c004,000840.jpg,Container
c004,000841.jpg,trafficsignal
c004,000842.jpg,trafficsignal
c004,000843.jpg,trafficsignal
c004,000844.jpg,Container
c004,000845.jpg,trafficsignal
c004,000846.jpg,Container
c004,000847.jpg,trafficsignal
c004,000848.jpg,Container
c004,000849.jpg,Container
c004,000850.jpg,RubbishBins
c004,000851.jpg,trafficsignal
c004,000852.jpg,RubbishBins
c004,000853.jpg,trafficsignal
c004,000854.jpg,trafficsignal
c004,000855.jpg,Container
c004,000856.jpg,Crosswalk
c004,000857.jpg,trafficsignal
